,Unnamed: 0,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,cleaned
191,3650,1.11E+18,1.11E+18,3/25/2019,catbear955,"This morning, Im resetting my world view. I cant imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. ",['#hopelessness'],"This morning, Im resetting my world view. I cant imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. #hopelessness",0,"This morning, Im resetting my world view. I cant imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. "
192,3660,1.11E+18,1.11E+18,3/21/2019,mariamaamoun,What do we expect from a system where health care and education are among the most profitable commercial businesses?!,['#hopelessness'],What do we expect from a system where health care and education are among the most profitable commercial businesses?! #Hopelessness,0,What do we expect from a system where health care and education are among the most profitable commercial businesses?!
193,3686,1.11E+18,1.11E+18,3/16/2019,endtimewisdom,is dangerous and deadly; hopeless people has nothing to loose.   sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.,"['#hopelessness', '#make']",#hopelessness is dangerous and deadly; hopeless people has nothing to loose.  #make sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.,0,is dangerous and deadly; hopeless people has nothing to loose. sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.
194,3714,1.10E+18,1.10E+18,3/8/2019,stephenlaras,Why we loose hope in ourself When people demotivate us...,"['#hopelessness', '#tryingtobecool']",Why we loose hope in ourself When people demotivate us... #hopelessness #tryingtobecool,0,Why we loose hope in ourself When people demotivate us.
195,3724,1.10E+18,1.10E+18,3/5/2019,trot_bot,OMG! The commanding staff soon sensing the  of the situation of the country estimated at 70 billion,['#hopelessness'],OMG! The commanding staff soon sensing the #hopelessness of the situation of the country estimated at 70 billion,0,OMG! The commanding staff soon sensing the  of the situation of the country estimated at 70 billion
196,3727,1.10E+18,1.10E+18,3/3/2019,vettie67,Funny GIFs needed please!! Having a DARK BLUE day-wondering what I got my 4 kids into after Im dead.,"['#hopelessness', '#blue']",Funny GIFs needed please!! Having a DARK BLUE day-wondering what I got my 4 kids into after Im dead. #hopelessness #blue,0,Funny GIFs needed please!! Having a DARK BLUE day-wondering what I got my 4 kids into after Im dead.
197,3745,1.10E+18,1.10E+18,2/23/2019,imanenan332,Theres an old saying about a place called hell where bad people go to after they die. The worst part about hell is not the flame ! Its the hopelessness! And I think thiss part of hell that a person with depression really taste... the hopelessness.,"['#hopeless', '#hopelessness']",Theres an old saying about a place called hell where bad people go to after they die. The worst part about hell is not the flame ! Its the hopelessness! And I think thiss part of hell that a person with depression really taste... the hopelessness.  #hopeless #hopelessness,0,Theres an old saying about a place called hell where bad people go to after they die. The worst part about hell is not the flame ! Its the hopelessness! And I think thiss part of hell that a person with depression really taste. the hopelessness.
198,3747,1.10E+18,1.10E+18,2/22/2019,lisasprandel1,Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food..    Ill keep fighting this up hill battle till I cant but I need a vacation to reboot or find life!,"['#anxiety', '#depression', '#hopelessness']",Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food.. #anxiety #depression #hopelessness Ill keep fighting this up hill battle till I cant but I need a vacation to reboot or find life!,1,Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food.. Ill keep fighting this up hill battle till I cant but I need a vacation to reboot or find life!
199,3758,1.10E+18,1.10E+18,2/18/2019,lisamurtay,#NAME?,['#hopelessness'],"- A Socialists Esteemed Gift - when gazing from your throne at all the minions & masses below humbly & respectfully give them the gift that keeps on giving and thereto declare them equal, in every way, to one another.  #Hopelessness",0,#NAME?
200,3759,1.10E+18,1.10E+18,2/18/2019,mariaavia,"""Hopelessness. The children of blame are..."" from ""The 7 Habits of Highly...""   pic.twitter.com/m58kQNa0L1",['#hopelessness'],"""Hopelessness. The children of blame are..."" from ""The 7 Habits of Highly..."" #Hopelessness  pic.twitter.com/m58kQNa0L1",0,"""Hopelessness. The children of blame are."" from ""The 7 Habits of Highly."" "
201,3761,1.10E+18,1.10E+18,2/17/2019,gret99zky,Sometimes you just know.      pic.twitter.com/GuyYIRBjJr,"['#oilers', '#nhl', '#hopelessness']",Sometimes you just know.  #Oilers #NHL #hopelessness  pic.twitter.com/GuyYIRBjJr,0,Sometimes you just know. 
202,3763,1.10E+18,1.10E+18,2/16/2019,lillianblau,"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ","['#inpatient', '#hopelessness', '#keeptalkingmh']","10:48 #inpatient  Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.  #hopelessness #keepTalkingMH",1,"10:48 Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too. brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it. "
203,3767,1.10E+18,1.10E+18,2/15/2019,visor_play,"Hope is beginning to leave my body, one step at a time.  ",['#hopelessness'],"Hope is beginning to leave my body, one step at a time.  #hopelessness",1,"Hope is beginning to leave my body, one step at a time.  "
204,3771,1.10E+18,1.10E+18,2/15/2019,jyotibabel,"Some days the  settles in the soul. The eyes don't twinkle, the lips forget to  and the  sinks.","['#hopelessness', '#smile', '#heart']","Some days the #hopelessness settles in the soul. The eyes don't twinkle, the lips forget to #smile and the #heart sinks.",0,"Some days the  settles in the soul. The eyes don't twinkle, the lips forget to  and the  sinks."
205,3796,1.09E+18,1.09E+18,2/5/2019,godsqueens,A person with a broken spirit gives up............ nothing but  keeps them up....... and suicide tells them their time is up (Proverbs 15:13),['#hopelessness'],A person with a broken spirit gives up............ nothing but #hopelessness keeps them up....... and suicide tells them their time is up (Proverbs 15:13),0,A person with a broken spirit gives up. nothing but  keeps them up. and suicide tells them their time is up (Proverbs 15:13)
206,3798,1.09E+18,1.09E+18,2/4/2019,apothegmdaily,"I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness.    ","['#insecurity', '#worthlessness', '#hopelessness']","I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness.  #insecurity #worthlessness #hopelessness",0,"I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness. "
207,3843,1.09E+18,1.09E+18,1/23/2019,radselfloveco,", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. it could be worse)!  We arent one size fits all.","['#anger', '#sadness', '#hopelessness']","#anger, #sadness, and #hopelessness all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. it could be worse)!  We arent one size fits all.",0,", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. it could be worse)!  We arent one size fits all."
208,3873,1.08E+18,1.08E+18,1/12/2019,thefightmasster,No.  Poverty is without any hope of money or things that require money.  pic.twitter.com/rldrBbhpv0,['#hopelessness'],No.  Poverty is without any hope of money or things that require money.#Hopelessness  pic.twitter.com/rldrBbhpv0,0,No.  Poverty is without any hope of money or things that require money.  
209,3891,1.08E+18,1.08E+18,1/8/2019,samevex5,gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ????    pic.twitter.com/ViQTrHoVRb,"['#patahsemangat', '#hopelessness']",gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ???? #patahsemangat #hopelessness  pic.twitter.com/ViQTrHoVRb,1,gelo.. abis baca ini.. sedih jg yaahh.. it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ? 
210,3894,1.08E+18,1.08E+18,1/8/2019,magentawig,"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ","['#depression', '#hopelessness']","Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?  #depression #hopelessness",1,"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW? "
211,3899,1.08E+18,1.08E+18,1/4/2019,atchsean,Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.,"['#sicknotweak', '#keeptalkingmh', '#hopelessness']",Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out. #SickNotWeak #KeepTalkingMH #Hopelessness,1,Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.
212,3915,1.08E+18,1.08E+18,12/31/2018,h_ibutt,"You look tired, and a bit too quiet.... is it the silence of hopelessness ?   ","['#naaumeedi', '#hopelessness', '#silence']","You look tired, and a bit too quiet.... is it the silence of hopelessness ? #naaumeedi #hopelessness #silence",1,"You look tired, and a bit too quiet. is it the silence of hopelessness ? "
213,3916,1.08E+18,1.08E+18,12/31/2018,timburt,"Hopelessness and  want to take you down. Dont let them! Let this change your life! CRITICAL SHORT READ:  and Discouragement are a Curse! Give Them No Place in Your Life!  wp.mebpavSn,eic  pic.twitter.com/p9d4WYb3JS","['#discouragement', '#hopelessness']","Hopelessness and #discouragement want to take you down. Dont let them! Let this change your life! CRITICAL SHORT READ: #Hopelessness and Discouragement are a Curse! Give Them No Place in Your Life!  wp.mebpavSn,eic  pic.twitter.com/p9d4WYb3JS",0,"Hopelessness and  want to take you down. Dont let them! Let this change your life! CRITICAL SHORT READ:  and Discouragement are a Curse! Give Them No Place in Your Life!  wp.mebpavSn,eic  "
214,3959,1.08E+18,1.08E+18,12/20/2018,rinahaust,"?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ????  ","['#sadness', '#hopelessness']","?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ???? #sadness #hopelessness",1,"? 10 ? ?, ? ?, ?! how can I understand that shit? why is that so fast? ?  "
215,4013,1.07E+18,1.07E+18,11/30/2018,wawajir,"Wajir county is becoming more of fucked  up crib since August 2017.   and nightmare   Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #",['#hopelessness'],"Wajir county is becoming more of fucked  up crib since August 2017.  #HOPELESSNESS and nightmare   Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #WeFeelLikeToMigrate#",0,"Wajir county is becoming more of fucked  up crib since August 2017. and nightmare Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #"
216,4017,1.07E+18,1.07E+18,11/29/2018,designedconvict,It is the first purpose of  to make  bearable. Robert Brault,"['#hope', '#hopelessness']",It is the first purpose of #hope to make #hopelessness bearable. Robert Brault,0,It is the first purpose of  to make  bearable. Robert Brault
217,4021,1.07E+18,1.07E+18,11/29/2018,jehane94,"Suicide, at 50-year peak    pic.twitter.com/ORXFwCDC6G","['#capitalism', '#hopelessness', '#incomegap']","Suicide, at 50-year peak #Capitalism #Hopelessness #IncomeGap pic.twitter.com/ORXFwCDC6G",0,"Suicide, at 50-year peak "
218,4028,1.07E+18,1.07E+18,11/28/2018,lorenzozanirato,Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat,['#hopelessness'],Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat  #hopelessness,0,Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat
219,6,6.83E+17,6.83E+17,12/31/2015,brooke_blue96,Headed home from Dallas to bury my dog that we've had for 15 years...    ????????????????,"['#imdying', '#imissmypuppy', '#depressed']",Headed home from Dallas to bury my dog that we've had for 15 years... #imdying #imissmypuppy #depressed ????????????????,1,Headed home from Dallas to bury my dog that we've had for 15 years. ?
220,15,6.83E+17,6.83E+17,12/31/2015,troiansxbells,Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..,"['#depressed', '#days']",Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that.. #depressed #Days,0,Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..
221,20,6.83E+17,6.83E+17,12/31/2015,gshank72,Getting ready for night shift tnite!!,"['#depressed', '#newyearseve']",Getting ready for night shift tnite!! #depressed #NewYearsEve,1,Getting ready for night shift tnite!!
222,24,6.83E+17,6.83E+17,12/31/2015,angel_is_dead,So the guy I likepretend to liked me*sigh*hating life a lot I feel like I'll never be happy again,"['#depressed', '#singleforever', '#selfhate']",So the guy I likepretend to liked me*sigh*hating life a lot I feel like I'll never be happy again #depressed #singleforever #selfhate,1,So the guy I likepretend to liked me*sigh*hating life a lot I feel like I'll never be happy again
223,30,6.83E+17,6.83E+17,12/31/2015,eminemfreak23,One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes,['#depressed'],One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes #depressed,0,One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes
224,42,6.83E+17,6.83E+17,12/31/2015,antoinettemcsd,365/365? Another step closer towards death.,['#depressed'],365/365? Another step closer towards death. #depressed,1,365/365? Another step closer towards death.
225,43,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,No I'm not  for my life.,"['#thankful', '#depressed']",No I'm not #thankful for my life. #depressed,1,No I'm not  for my life.
226,44,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",['#depressed'],"Being back in my hometown, such little time I get for myself to be #depressed as I truely am. Feel so choked by pretending I'm okay.",1,"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay."
227,45,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,Maybe the reason I get so  in February is the rebound from the,"['#depressed', '#holidays']",Maybe the reason I get so #depressed in February is the rebound from the #holidays,1,Maybe the reason I get so  in February is the rebound from the
228,46,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,Going through  are like going through .,"['#holidays', '#hell', '#depressed']",Going through #holidays are like going through #hell. #depressed,1,Going through  are like going through .
229,49,6.83E+17,6.83E+17,12/31/2015,alightinthedrk,People are so thankful for their life around . I get  because I don't feel anything.,"['#newyears', '#depressed', '#truth']",People are so thankful for their life around #newyears. I get #depressed because I don't feel anything. #truth,1,People are so thankful for their life around . I get  because I don't feel anything.
230,51,6.83E+17,6.83E+17,12/31/2015,montalvocountry,"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",['#depressed'],"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. #depressed",1,"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. "
231,53,6.83E+17,6.83E+17,12/31/2015,jkm_kamar,2015 grand finale: Kalusha messes Phone and Laptop. .,['#depressed'],2015 grand finale: Kalusha messes Phone and Laptop. #Depressed.,0,2015 grand finale: Kalusha messes Phone and Laptop. .
232,55,6.83E+17,6.83E+17,12/31/2015,bipolartweets,"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ","['#suicide', '#alcohol', '#depressed']","Thought about #suicide more than once over the holidays, all I seem 2 be doin is drink #alcohol & stay in bed #depressed",1,"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed "
233,56,6.83E+17,6.83E+17,12/31/2015,f5matthew,Working New Years Eve ????????,"['#gymlife', '#work', '#depressed']",Working New Years Eve ???????? #gymlife #work #depressed,1,Working New Years Eve ?
234,61,6.82E+17,6.82E+17,12/31/2015,hershey____kiss,I want some dick.  ????,['#depressed'],I want some dick.  ???? #depressed,0,I want some dick.  ?
235,62,6.82E+17,6.82E+17,12/31/2015,netssie,My  binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ????,"['#starwars', '#depressed']",My #StarWars binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ???? #depressed,0,My  binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ?
236,65,6.82E+17,6.82E+17,12/31/2015,paulstarkjr,"I am going to try and get some sleep. Not sure if i will be on tomorrow, ",['#depressed'],"I am going to try and get some sleep. Not sure if i will be on tomorrow, #Depressed",1,"I am going to try and get some sleep. Not sure if i will be on tomorrow, "
237,66,6.82E+17,6.82E+17,12/31/2015,higuera_13,When you make it far in a difficult Mario maker level and die.,['#depressed'],When you make it far in a difficult Mario maker level and die. #depressed,0,When you make it far in a difficult Mario maker level and die.
238,67,6.82E+17,6.82E+17,12/31/2015,ldswriter2014,Looks like it's one of those cry yourself to sleep nights...,"['#depressed', '#cryingmyselftosleep']",Looks like it's one of those cry yourself to sleep nights... #depressed #cryingmyselftosleep,1,Looks like it's one of those cry yourself to sleep nights.
239,72,6.82E+17,6.82E+17,12/31/2015,josholds15,When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,['#depressed'],When you're up $80-$90 and lose it all because you just can't stop<<<<<<<< #Depressed,1,When you're up $80-$90 and lose it all because you just can't stop<
240,74,6.82E+17,6.82E+17,12/31/2015,mercury_tanner,It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?,"['#stressed', '#depressed']",It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling? #stressed #depressed,1,It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?
241,76,6.82E+17,6.82E+17,12/31/2015,_gboom,came home to my parents taking down the christmas decorations.,['#depressed'],came home to my parents taking down the christmas decorations. #depressed,0,came home to my parents taking down the christmas decorations.
242,83,6.82E+17,6.82E+17,12/31/2015,galaxygir22,I thought when your in relationships with someone they are suppose to help build you up not tear you down,"['#depressed', '#fuckrelationships']",I thought when your in relationships with someone they are suppose to help build you up not tear you down #depressed #fuckrelationships,1,I thought when your in relationships with someone they are suppose to help build you up not tear you down
243,91,6.82E+17,6.82E+17,12/31/2015,sadanduglyteen,really wanting to end my life right about now.,"['#depression', '#depressed']",really wanting to end my life right about now. #depression #depressed,1,really wanting to end my life right about now.
244,94,6.82E+17,6.82E+17,12/31/2015,zaire_margaux,"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z",['#depressed'],"It's really so sad, these stories about shootings. Makes me feel so #depressed trying to keep my head up and not crash down again. Z",1,"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z"
245,100,6.82E+17,6.82E+17,12/31/2015,kristanne21,"Damn, ""Dear John"" is really fucking me up right now... ????????????????  lbs",['#depressed'],"Damn, ""Dear John"" is really fucking me up right now... ???????????????? #depressed lbs",0,"Damn, ""Dear John"" is really fucking me up right now. ?  lbs"
246,101,6.82E+17,6.82E+17,12/31/2015,meganemily_xxx,I've just ate 5 bags of sweets. WHAT IS LIFE,['#depressed'],I've just ate 5 bags of sweets. WHAT IS LIFE #depressed,1,I've just ate 5 bags of sweets. WHAT IS LIFE
247,102,6.82E+17,6.82E+17,12/31/2015,klicci,Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.,"['#serial', '#literallynorfiguratively', '#depressed']",Just realized that when I wake tomorrow #Serial episode 3 will not be under my dying xmas tree.  #literallynorfiguratively #depressed,0,Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.
248,104,6.82E+17,6.82E+17,12/31/2015,hawthorne679,"  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy",['#depressed'],"#depressed  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy",0,"  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy"
249,105,6.82E+17,6.82E+17,12/30/2015,hawthorne679,the tears will cry   the pain will tear the world may hope   life may live,"['#depressed', '#hope', '#livefreewithoutviolence']",the tears will cry #depressed  the pain will tear the world may hope #hope  life may live #livefreewithoutviolence,0,the tears will cry the pain will tear the world may hope life may live
250,106,6.82E+17,6.82E+17,12/30/2015,eabaudler,That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ????????????????,"['#bluebell', '#depressed']",That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ???????????????? #BlueBell #depressed,0,That moment when you remember the Blue Bell ice cream in your freezer. After you've left Texas. ?
251,107,6.82E+17,6.82E+17,12/30/2015,loosingmyself1,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain,['#depressed'],Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain #depressed,0,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain
252,109,6.82E+17,6.82E+17,12/30/2015,jdanyielle,Curry really can't play tonight  but the rest of the Warriors got it ??????????????????????????????????,['#depressed'],Curry really can't play tonight #depressed but the rest of the Warriors got it ??????????????????????????????????,0,Curry really can't play tonight  but the rest of the Warriors got it ?
253,110,6.82E+17,6.82E+17,12/30/2015,mediscoveringme,I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.,['#depressed'],I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now. #depressed,1,I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.
254,111,6.82E+17,6.82E+17,12/30/2015,savlizan,", , ,.. Stfu You're only 15 You just started your life","['#depressed', '#tired', '#alone']","#depressed, #tired, #alone,.. Stfu You're only 15 You just started your life",1,", , ,.. Stfu You're only 15 You just started your life"
255,114,6.82E+17,6.82E+17,12/30/2015,disclosuredoll,Literally going to make 2016 the best of it cause this year was true hell  ????,['#depressed'],Literally going to make 2016 the best of it cause this year was true hell #depressed ????,0,Literally going to make 2016 the best of it cause this year was true hell  ?
256,116,6.82E+17,6.82E+17,12/30/2015,crackedupside,I find  to be very useful. They give me lots of things to be  about in the coming year.,"['#newyearsresolutions', '#depressed']",I find #NewYearsResolutions to be very useful. They give me lots of things to be #depressed about in the coming year.,0,I find  to be very useful. They give me lots of things to be  about in the coming year.
257,117,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,Omg doorbell ring and I thought it was himI hate anxiety attacks,"['#depressed', '#anxiety', '#selfhate']",Omg doorbell ring and I thought it was himI hate anxiety attacks #depressed #anxiety #selfhate,1,Omg doorbell ring and I thought it was himI hate anxiety attacks
258,119,6.82E+17,6.82E+17,12/30/2015,mary_poppin_it,I don't remember the last time I've cried this much from being sick.    ????????,"['#sick', '#depressed', '#inflorida']",I don't remember the last time I've cried this much from being sick. #sick #depressed #inflorida ????????,1,I don't remember the last time I've cried this much from being sick. ?
259,123,6.82E+17,6.82E+17,12/30/2015,kknoell12,It really needs to start snowing,"['#needtoshred', '#depressed']",It really needs to start snowing #needtoshred #depressed,1,It really needs to start snowing
260,124,6.82E+17,6.82E+17,12/30/2015,salaihaa_,No more scioly for the rest of the year,"['#sad', '#depressed', '#whatalife']",No more scioly for the rest of the year #sad #depressed #whatalife,1,No more scioly for the rest of the year
261,126,6.82E+17,6.82E+17,12/30/2015,horkmadork,when u want bae to be bae but he caps ur relationship at fam,"['#depressed', '#sad', '#heneedssomemilk']",when u want bae to be bae but he caps ur relationship at fam #depressed #sad #heneedssomemilk,1,when u want bae to be bae but he caps ur relationship at fam
262,138,6.82E+17,6.82E+17,12/30/2015,urmomishott,I'll just stay in bed today,['#depressed'],I'll just stay in bed today #depressed,1,I'll just stay in bed today
263,139,6.82E+17,6.82E+17,12/30/2015,reenzxx,Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,"['#depressed', '#holidaysover']",Feeling very very lazy to pack :( I don't want to go home just yet !! #depressed #holidaysover ????,1,Feeling very very lazy to pack :( I don't want to go home just yet !! ?
264,142,6.82E+17,6.82E+17,12/30/2015,depressedteen40,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ","['#depressedgirl', '#depressedteen', '#depressed']","I don't want to be here anymore, and nobody would care if i did go, so why am I still here? #depressedgirl #depressedteen #depressed",1,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here? "
265,143,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house,"['#depressed', '#scare', '#selfhate']",So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house #depressed #scare #selfhate,1,So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house
266,147,6.82E+17,6.82E+17,12/30/2015,danhoweiis,Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,"['#depressed', '#sleeps', '#christian']",Dan is #Depressed ????because he never #Sleeps ????????because his parents are #Christian ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,0,Dan is  ?because he never  ?because his parents are  ?1RT= 1 minute ? of sleep ? for DanIsNotOnFire?
267,152,6.82E+17,6.82E+17,12/30/2015,_cocoahontas_,I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ????,['#depressed'],I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ???? #depressed,0,I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ?
268,160,6.82E+17,6.82E+17,12/30/2015,huertaa16,Officially done with greys anatomy ????????,"['#mylifeisover', '#depressed']",Officially done with greys anatomy ???????? #mylifeisover #depressed,0,Officially done with greys anatomy ?
269,163,6.82E+17,6.82E+17,12/30/2015,thekajalguds,You don't matter anymore- feeling down ????  ????,"['#depressed', '#wtf']",You don't matter anymore- feeling down ???? #depressed ???? #wtf,0,You don't matter anymore- feeling down ?  ?
270,165,6.82E+17,6.82E+17,12/30/2015,jdramapll,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,['#depressed'],Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks... #depressed,1,Working on the day before new eve's day. Oh how I miss my childhood and those long christmas/new years breaks.
271,170,6.82E+17,6.82E+17,12/30/2015,angel_is_dead,Crying once againI have something repeating in my head over and overI'm crying,"['#depressed', '#cryinf', '#selfhate']",Crying once againI have something repeating in my head over and overI'm crying #depressed #cryinf #selfhate,1,Crying once againI have something repeating in my head over and overI'm crying
272,174,6.82E+17,6.82E+17,12/30/2015,genesimmonsphd," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)","['#anxious', '#depressed']","#Anxious or #Depressed? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)"
273,175,6.82E+17,6.82E+17,12/30/2015,filsoccer11,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,"['#mad', '#depressed']",6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ... #mad #depressed,0,6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb .
274,180,6.82E+17,6.82E+17,12/30/2015,beefoodnfitness,My night was amazing and awesome than it turned to shit really quickly,"['#depressed', '#worried']",My night was amazing and awesome than it turned to shit really quickly #depressed #worried,1,My night was amazing and awesome than it turned to shit really quickly
